timestamp,index,article,amplitude,offset,views
2015-01-01,0,d8be3bfcd9b4404ba399bba605a0ef3f,1.6098411952386795,-0.9691122510565712,-1.6092399642142736
2015-01-02,1,d8be3bfcd9b4404ba399bba605a0ef3f,1.608169338348921,-0.8721175992563515,-1.56758639578646
2015-01-03,2,d8be3bfcd9b4404ba399bba605a0ef3f,1.6064974814591622,-0.7594775166674116,-0.165887478482708
2015-01-04,3,d8be3bfcd9b4404ba399bba605a0ef3f,1.6048256245694037,-0.6339655759540683,0.08496890734881724
2015-01-05,4,d8be3bfcd9b4404ba399bba605a0ef3f,1.603153767679645,-0.4986722976469788,0.1331536224245738
2015-01-06,5,d8be3bfcd9b4404ba399bba605a0ef3f,1.6014819107898863,-0.3569290512706894,-0.7253768162926754
2015-01-07,6,d8be3bfcd9b4404ba399bba605a0ef3f,1.5998100539001279,-0.21222602596984863,-0.791554107421145
2015-01-08,7,d8be3bfcd9b4404ba399bba605a0ef3f,1.5981381970103692,-0.06812629046914453,-0.7375099686275566
2015-01-09,8,d8be3bfcd9b4404ba399bba605a0ef3f,1.5964663401206105,0.07182194150374027,-0.7387604382519601
2015-01-10,9,d8be3bfcd9b4404ba399bba605a0ef3f,1.594794483230852,0.20417268001610667,0.6448845881583876
2015-01-11,10,d8be3bfcd9b4404ba399bba605a0ef3f,1.5931226263410934,0.3256670106388624,1.1642698947181294
2015-01-12,11,d8be3bfcd9b4404ba399bba605a0ef3f,1.5914507694513347,0.4333133397355097,0.9521611461157853
2015-01-13,12,d8be3bfcd9b4404ba399bba605a0ef3f,1.5897789125615762,0.5244610574260199,0.3443326171793454
2015-01-14,13,d8be3bfcd9b4404ba399bba605a0ef3f,1.5881070556718175,0.5968658043988886,-0.08138425716125315
2015-01-15,14,d8be3bfcd9b4404ba399bba605a0ef3f,1.5864351987820589,0.6487447354860834,-0.004983270503044562
2015-01-16,15,d8be3bfcd9b4404ba399bba605a0ef3f,1.5847633418923004,0.6788204192279363,0.02177407813286608
2015-01-17,16,d8be3bfcd9b4404ba399bba605a0ef3f,1.5830914850025417,0.6863522924752513,1.1200020810556754
2015-01-18,17,d8be3bfcd9b4404ba399bba605a0ef3f,1.581419628112783,0.671154895511822,0.8735872031895808
2015-01-19,18,d8be3bfcd9b4404ba399bba605a0ef3f,1.5797477712230243,0.6336024386881606,1.4039021614516098
2015-01-20,19,d8be3bfcd9b4404ba399bba605a0ef3f,1.5780759143332657,0.5746195881207243,0.2785295128609565
2015-01-21,20,d8be3bfcd9b4404ba399bba605a0ef3f,1.5764040574435072,0.49565869734334134,-0.1096524161408331
2015-01-22,21,d8be3bfcd9b4404ba399bba605a0ef3f,1.5747322005537485,0.39866404554310386,-0.25211183157066386
2015-01-23,22,d8be3bfcd9b4404ba399bba605a0ef3f,1.5730603436639898,0.2860239629541622,-0.030468756814268
2015-01-24,23,d8be3bfcd9b4404ba399bba605a0ef3f,1.5713884867742314,0.16051202224084138,0.6514879040498635
2015-01-25,24,d8be3bfcd9b4404ba399bba605a0ef3f,1.5697166298844727,0.025218743933752508,0.6986762545532889
2015-01-26,25,d8be3bfcd9b4404ba399bba605a0ef3f,1.568044772994714,-0.11652450244253655,0.6836627433588724
2015-01-27,26,d8be3bfcd9b4404ba399bba605a0ef3f,1.5663729161049555,-0.2612275277434035,-0.8021914013084277
2015-01-28,27,d8be3bfcd9b4404ba399bba605a0ef3f,1.5647010592151969,-0.4053272632440815,-0.8411187192155496
2015-01-29,28,d8be3bfcd9b4404ba399bba605a0ef3f,1.5630292023254382,-0.5452754952169667,-1.129609550945164
2015-01-30,29,d8be3bfcd9b4404ba399bba605a0ef3f,1.5613573454356797,-0.6776262337293337,-1.1930020799150185
2015-01-31,30,d8be3bfcd9b4404ba399bba605a0ef3f,1.559685488545921,-0.7991205643521112,-0.22432538224616555
2015-02-01,31,d8be3bfcd9b4404ba399bba605a0ef3f,1.5580136316561624,-0.9067668934487566,-0.3919853843173187
2015-02-02,32,d8be3bfcd9b4404ba399bba605a0ef3f,1.556341774766404,-0.9979146111392501,-0.4364974309921899
