Date_Time,p_(mbar),T_(degC),Tpot_(K),Tdew_(degC),rh_(%),VPmax_(mbar),VPact_(mbar),VPdef_(mbar),sh_(g/kg),H2OC_(mmol/mol),rho_(g/m**3),Wx,Wy,max_Wx,max_Wy,day_of_month,day_of_year,month,week_of_year,year,p_(mbar)_lag_1,T_(degC)_lag_1
2009-01-01,999.18,-6.854782608695652,266.36782608695654,-8.072608695652173,90.9913043478261,3.678695652173913,3.3413043478260867,0.3378260869565217,2.081304347826087,3.3421739130434784,1305.45,-0.3616326452291079,-0.09757587148024251,-0.6822529664179333,-0.18892766986134293,0.03225806451612903,0.0027397260273972603,0.08333333333333333,0.018867924528301886,0.0,0.0,0.0
2009-01-02,999.5491666666667,-3.7312499999999997,269.4633333333333,-4.825,92.10833333333333,4.63875,4.2675,0.3720833333333333,2.6591666666666667,4.2683333333333335,1290.3029166666668,0.4748807769928201,0.41379263927677196,0.7406980341080674,0.6288795733157347,0.06451612903225806,0.005479452054794521,0.08333333333333333,0.018867924528301886,0.0,0.0,0.0
2009-01-03,998.7166666666667,-5.284583333333333,267.97625,-9.013333333333334,76.58875,4.18,3.109583333333333,1.0691666666666666,1.9391666666666667,3.1133333333333333,1297.3908333333334,-0.5735258099157182,-0.5220873197252485,-1.0557344268305744,-0.9478145811288806,0.0967741935483871,0.00821917808219178,0.08333333333333333,0.018867924528301886,0.0,0.0,0.0
2009-01-04,988.6391666666667,-1.3812499999999999,272.67,-2.98,88.95,5.521666666666667,4.91125,0.6095833333333334,3.09625,4.96875,1264.8387500000001,-1.0992989061356957,-0.9605545107311221,-2.3145463258187418,-1.8892516450553092,0.12903225806451613,0.010958904109589041,0.08333333333333333,0.018867924528301886,0.0,0.0,0.0
2009-01-05,990.1783333333333,-4.67375,269.25166666666667,-6.565,86.54583333333333,4.416666666666667,3.8658333333333332,0.5508333333333334,2.435416666666667,3.908333333333333,1283.0987499999999,2.7409742983718632,0.34313476550145844,3.951868983560107,0.17762150526968343,0.16129032258064516,0.0136986301369863,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-06,997.09375,-15.28375,258.09083333333336,-17.437083333333334,83.62083333333334,1.8862500000000002,1.56375,0.3225,0.9766666666666667,1.5695833333333333,1346.27125,0.645904904178906,-0.0047690790857211835,1.0448761642660418,-0.018168114863118104,0.1935483870967742,0.01643835616438356,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-07,993.4304166666667,-15.88875,257.75666666666666,-17.71375,85.61666666666667,1.9629166666666666,1.7054166666666666,0.25875,1.0683333333333334,1.7137499999999999,1344.9941666666666,-0.53026701101415,0.20666710652131895,-1.040093983740974,0.41697603170201497,0.22580645161290322,0.019178082191780823,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-08,1002.8916666666668,-9.504166666666666,263.4370833333333,-11.232083333333334,87.40833333333335,3.0341666666666662,2.61625,0.4175,1.6241666666666665,2.6083333333333334,1323.93,-0.6628811752489531,0.0963177643978,-1.0994609784921368,0.17580488251588958,0.25806451612903225,0.021917808219178082,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-09,1003.1245833333334,-12.21625,260.71125,-14.534166666666666,83.56208333333333,2.5091666666666668,2.0204166666666667,0.4908333333333333,1.2525000000000002,2.012916666666667,1338.48625,-0.541222001710692,0.05602305741449624,-1.0071991153715183,0.17003576264209444,0.2903225806451613,0.024657534246575342,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-10,1002.99625,-10.745,262.1920833333333,-13.359583333333333,81.99291666666666,2.827916666666667,2.225,0.605,1.3808333333333334,2.2175,1330.7283333333332,-0.6384356391156817,-0.007270547105498249,-1.1984893112039643,0.024759516754134795,0.3225806451612903,0.0273972602739726,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-11,1003.9916666666667,-8.654166666666667,264.20458333333335,-11.10125,83.35875,3.3074999999999997,2.652083333333333,0.6554166666666666,1.6449999999999998,2.6416666666666666,1321.24,-1.20795881047389,0.13797714249375567,-2.063205924881545,0.26961271410496285,0.3548387096774194,0.030136986301369864,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-12,998.6683333333334,-5.4070833333333335,267.85875,-9.770833333333334,72.63333333333334,4.2525,2.9258333333333333,1.3266666666666667,1.8245833333333332,2.9299999999999997,1298.21,-2.2136374968157826,-0.48339079228168025,-3.3691147930446177,-0.6437275340958366,0.3870967741935484,0.03287671232876712,0.08333333333333333,0.05660377358490566,0.0,0.0,0.0
2009-01-13,990.2545833333334,-1.6379166666666667,272.28416666666664,-8.231666666666667,61.486250000000005,5.56375,3.2916666666666665,2.2712499999999998,2.0716666666666668,3.3241666666666667,1269.09,-2.2993583613723483,-0.11115857538513312,-3.5362272566461748,-0.11549866652553797,0.41935483870967744,0.03561643835616438,0.08333333333333333,0.05660377358490566,0.0,0.0,0.0
2009-01-14,987.5479166666668,-4.755833333333333,269.36791666666664,-7.708749999999999,80.34916666666666,4.432916666666666,3.5091666666666668,0.9254166666666667,2.2129166666666666,3.5525,1280.2495833333332,-0.6390085540531782,0.0630795601616818,-1.2230224124461115,0.2646008929020491,0.45161290322580644,0.038356164383561646,0.08333333333333333,0.05660377358490566,0.0,0.0,0.0
2009-01-15,993.9787500000001,0.053333333333333344,273.68666666666667,-1.3029166666666667,90.80833333333334,6.185,5.569583333333334,0.6175,3.4929166666666664,5.602916666666666,1264.7604166666667,-0.28972343375174286,0.09370703034875333,-0.6957797856688548,0.1653276502759454,0.4838709677419355,0.0410958904109589,0.08333333333333333,0.05660377358490566,0.0,0.0,0.0
