Date_Time,p_(mbar),T_(degC),Tpot_(K),Tdew_(degC),rh_(%),VPmax_(mbar),VPact_(mbar),VPdef_(mbar),sh_(g/kg),H2OC_(mmol/mol),rho_(g/m**3),Wx,Wy,max_Wx,max_Wy,day_of_month,day_of_year,month,week_of_year,year,p_(mbar)_lag_1,T_(degC)_lag_1
2009-01-04,996.4932631578947,-4.28621052631579,269.1483157894737,-6.203263157894736,87.11926315789474,4.513473684210526,3.9133684210526316,0.5998947368421053,2.4477894736842103,3.9292631578947366,1289.3276842105263,-0.39019163555448144,-0.2936486908669047,-0.8294926681326572,-0.6035980639542506,0.12903225806451613,0.010958904109589041,0.08333333333333333,0.018867924528301886,0.0,0.0,0.0
2009-01-11,999.1009523809523,-10.995119047619047,262.23488095238093,-13.134702380952382,84.5864880952381,2.8492261904761906,2.378392857142857,0.47154761904761905,1.4832738095238096,2.3817261904761904,1326.964107142857,-0.02769791928751399,0.11829717287680142,-0.20167202369485568,0.17380604258938026,0.3548387096774194,0.030136986301369864,0.08333333333333333,0.03773584905660377,0.0,0.0,0.0
2009-01-18,991.3725,-1.7217857142857143,272.1177976190476,-4.682261904761905,81.25541666666666,5.563988095238095,4.477916666666666,1.0861309523809524,2.817202380952381,4.520416666666667,1270.458869047619,-1.661879985769729,-0.19688700381238494,-2.625926222591026,-0.24609753919215513,0.5806451612903226,0.049315068493150684,0.08333333333333333,0.05660377358490566,0.0,0.0,0.0
2009-01-25,970.4882142857142,1.166904761904762,276.69666666666666,-1.6803571428571429,81.93613095238095,6.758452380952382,5.44375,1.3154166666666667,3.49875,5.612916666666667,1229.9729761904762,-2.2871064066239026,-0.48476555768279567,-3.49856513472937,-0.7083483024426535,0.8064516129032258,0.0684931506849315,0.08333333333333333,0.07547169811320754,0.0,0.0,0.0
2009-02-01,990.2792261904763,-2.4673809523809522,271.4529166666666,-3.8511904761904763,90.40833333333333,5.1033928571428575,4.616845238095238,0.48619047619047623,2.9057738095238097,4.663214285714285,1272.1720238095238,1.3578768613706003,1.2340956437099082,2.0887337352321085,2.0397476500123353,0.03225806451612903,0.08767123287671233,0.16666666666666666,0.09433962264150944,0.0,0.0,0.0
2009-02-08,971.691369047619,0.7435714285714285,276.16535714285715,-1.7284523809523809,84.2329761904762,6.576845238095238,5.435238095238096,1.1422023809523811,3.4886309523809524,5.5965476190476195,1233.3920238095238,-0.3872243588145197,-0.2519754844824985,-0.66006130631878,-0.43208441061192865,0.25806451612903225,0.10684931506849316,0.16666666666666666,0.11320754716981132,0.0,0.0,0.0
2009-02-15,984.6983928571428,-1.1520238095238096,273.2243452380952,-4.1016071428571435,80.87142857142857,5.71922619047619,4.582083333333333,1.137202380952381,2.9058928571428573,4.663214285714285,1259.1357738095237,-1.2242282269903286,-1.5348747841474828,-1.8081698686050203,-2.6479946506682137,0.4838709677419355,0.12602739726027398,0.16666666666666666,0.1320754716981132,0.0,0.0,0.0
2009-02-22,995.5680357142857,-1.1145238095238095,272.39416666666665,-3.0522619047619046,87.25184523809523,5.7663690476190474,5.0597619047619045,0.7071428571428571,3.1688095238095237,5.084761904761905,1272.6155357142857,-0.36540017424373483,-0.8218871592949358,-0.6688761469028637,-1.458297667533625,0.7096774193548387,0.14520547945205478,0.16666666666666666,0.1509433962264151,0.0,0.0,0.0
2009-03-01,990.4392857142857,3.475357142857143,277.4006547619048,1.4304761904761905,86.96327380952381,7.9775,6.875595238095237,1.1017261904761906,4.332738095238095,6.946369047619048,1244.1409523809523,-1.0046412372057056,-1.0975720774787376,-1.6416200643656984,-2.0234354296580768,0.03225806451612903,0.1643835616438356,0.25,0.16981132075471697,0.0,0.0,0.0
2009-03-08,975.9869642857143,3.510357142857143,278.6057738095238,1.4277976190476191,87.22071428571428,7.98,6.853630952380953,1.1261309523809524,4.3825,7.025892857142857,1225.740238095238,-0.8718532976447294,-0.5491401813144314,-1.3288698210732106,-0.8786990129856788,0.25806451612903225,0.18356164383561643,0.25,0.18867924528301888,0.0,0.0,0.0
2009-03-15,988.5873214285715,4.483333333333333,278.5572619047619,1.390952380952381,81.12630952380952,8.528630952380952,6.811309523809523,1.717857142857143,4.295357142857143,6.8881547619047625,1237.240476190476,-1.2953184995975955,-1.812778345508025,-2.072626005239403,-3.1061904876189663,0.4838709677419355,0.20273972602739726,0.25,0.20754716981132076,0.0,0.0,0.0
2009-03-22,1000.9895238095238,3.5233928571428574,276.6059523809524,-1.9882738095238093,68.5275,8.042321428571428,5.469821428571429,2.573035714285714,3.4057142857142857,5.463928571428572,1257.881607142857,0.08226949164103754,-1.110162875470481,0.08993083263740143,-2.054127850851331,0.7096774193548387,0.2219178082191781,0.25,0.22641509433962265,0.0,0.0,0.0
2009-03-29,976.645238095238,4.019345238095238,279.0602976190476,0.21946428571428575,76.9327380952381,8.307857142857143,6.284583333333333,2.0230357142857143,4.0129761904761905,6.435952380952381,1224.6194642857142,-1.8611787056047422,-1.9041787259095346,-2.8322755501402552,-3.225702093770641,0.9354838709677419,0.2410958904109589,0.25,0.24528301886792453,0.0,0.0,0.0
2009-04-05,993.4002976190476,9.207738095238096,282.90541666666667,3.2166666666666663,68.71386904761906,12.438392857142858,7.905714285714287,4.532619047619048,4.967142857142857,7.959880952380952,1222.4275,0.7753189738751355,0.688473463505554,1.127781997014125,1.1820807649461202,0.16129032258064516,0.2602739726027397,0.3333333333333333,0.2641509433962264,0.0,0.0,0.0
2009-04-12,986.1054166666667,13.367619047619046,287.67928571428575,7.09547619047619,68.35267857142857,16.042142857142856,10.147321428571429,5.8950000000000005,6.426964285714286,10.291488095238096,1194.6217261904762,0.08509023426241238,0.26677687198119016,0.04652816301532644,0.5462397906421207,0.3870967741935484,0.27945205479452057,0.3333333333333333,0.2830188679245283,0.0,0.0,0.0
2009-04-19,983.8857142857142,11.738869047619048,286.2282142857143,6.023630952380953,71.72785714285715,14.532857142857143,9.416785714285714,5.116845238095238,5.974523809523809,9.57047619047619,1199.0911904761906,0.8848229594511795,0.6369254160699311,1.2915270781627246,1.063834173917321,0.6129032258064516,0.29863013698630136,0.3333333333333333,0.3018867924528302,0.0,0.0,0.0
2009-04-26,992.4989285714286,10.703809523809523,284.48059523809525,3.5808333333333335,65.17607142857143,13.608571428571427,7.948809523809524,5.659583333333333,4.998988095238095,8.011964285714285,1214.7936904761905,0.1170397023552703,0.3915990495914151,0.16530008882493585,0.650280345081558,0.8387096774193549,0.3178082191780822,0.3333333333333333,0.32075471698113206,0.0,0.0,0.0
2009-05-03,987.3439880952382,12.752857142857144,286.9610714285714,8.289166666666667,76.92982142857143,15.225535714285714,11.000595238095238,4.2247619047619045,6.959107142857143,11.140714285714287,1198.1801190476192,-0.2941677682136588,-0.29873920569155066,-0.5254400875135852,-0.49824468588885473,0.0967741935483871,0.336986301369863,0.4166666666666667,0.33962264150943394,0.0,0.0,0.0
2009-05-10,991.3826190476191,11.426369047619048,285.29386904761907,6.491130952380952,73.42625000000001,14.008214285714287,9.869285714285715,4.138452380952381,6.219880952380953,9.96059523809524,1209.294880952381,-0.9408346166207805,-1.0332731941680744,-1.5950460781268259,-1.8227557262875504,0.3225806451612903,0.3561643835616438,0.4166666666666667,0.3584905660377358,0.0,0.0,0.0
2009-05-17,988.9560119047618,12.683630952380952,286.75654761904764,6.529166666666667,68.5319642857143,15.166130952380952,9.881428571428572,5.283452380952381,6.242916666666666,9.997380952380952,1200.97,0.18808755126319754,0.5602025122231467,0.22040234955388086,0.9927148499449426,0.5483870967741935,0.37534246575342467,0.4166666666666667,0.37735849056603776,0.0,0.0,0.0
2009-05-24,991.4433928571428,15.732380952380952,289.6045238095238,9.846130952380953,70.25494047619047,18.466190476190476,12.322261904761904,6.143809523809525,7.771249999999999,12.433452380952382,1190.1724404761906,0.04909673203907644,-0.3997768791813848,0.14395488473204118,-0.684314773175628,0.7741935483870968,0.39452054794520547,0.4166666666666667,0.39622641509433965,0.0,0.0,0.0
2009-05-31,995.0163095238095,14.112976190476191,287.6903571428572,8.200714285714286,69.20767857142857,16.78642857142857,11.186190476190475,5.600297619047619,7.032083333333334,11.254166666666666,1201.8597023809523,0.4227537642711651,-0.4526279037170626,0.7205863377606584,-0.797740505531243,1.0,0.4136986301369863,0.4166666666666667,0.41509433962264153,0.0,0.0,0.0
2009-06-07,984.2400595238095,11.774583333333334,286.23125,6.0305357142857146,69.60041666666667,14.309940476190476,9.638214285714286,4.672023809523809,6.113095238095238,9.788809523809524,1199.0873214285716,0.17578970494450372,-1.033938337330583,0.31877136668377337,-1.9199050681342045,0.22580645161290322,0.4328767123287671,0.5,0.4339622641509434,0.0,0.0,0.0
2009-06-14,987.8732738095238,13.941011904761906,288.1067857142857,7.854880952380953,68.97720238095238,16.39422619047619,10.785357142857142,5.608809523809524,6.823273809523809,10.923333333333334,1193.9429166666666,-1.3788286809146553,-1.4791355694498745,-2.1371406014800733,-2.5153858042510797,0.45161290322580644,0.4520547945205479,0.5,0.4528301886792453,0.0,0.0,0.0
2009-06-21,991.962380952381,14.560059523809525,288.38684523809525,9.830416666666666,74.8875,16.996785714285714,12.322142857142856,4.674285714285714,7.767321428571429,12.426845238095238,1195.6006547619047,-0.21391523474829524,-0.6758528445150919,-0.3104525935708501,-1.1385636188661499,0.6774193548387096,0.4712328767123288,0.5,0.4716981132075472,0.0,0.0,0.0
2009-06-28,990.3348214285714,15.31375,289.2790476190476,12.226785714285715,82.76321428571428,17.689821428571427,14.487559523809523,3.202261904761905,9.157321428571429,14.63827380952381,1189.4650595238095,1.9830360854146876,0.7469627894233073,3.1446633169752105,1.1573254228900909,0.9032258064516129,0.4904109589041096,0.5,0.49056603773584906,0.0,0.0,0.0
2009-07-05,989.3210714285715,20.460773809523808,294.5257738095238,14.983869047619047,73.21065476190476,24.700119047619047,17.216488095238095,7.483392857142857,10.896071428571428,17.400416666666665,1166.2665476190475,0.4699734733971381,0.13032204115986867,0.8353487416148494,0.24683302525336842,0.16129032258064516,0.5095890410958904,0.5833333333333334,0.5094339622641509,0.0,0.0,0.0
2009-07-12,984.2582738095239,14.888988095238094,289.36107142857145,10.603214285714285,76.83125,17.261666666666667,12.913809523809524,4.347857142857143,8.203928571428571,13.123154761904763,1184.5952976190476,-1.5077270406991576,-1.255465777049113,-2.5071332925107597,-2.2191940185372525,0.3870967741935484,0.5287671232876713,0.5833333333333334,0.5283018867924528,0.0,0.0,0.0
2009-07-19,987.7923809523809,18.76845238095238,292.9556547619048,13.451845238095236,72.935,22.24077380952381,15.579583333333332,6.660654761904762,9.870000000000001,15.771190476190476,1171.9030952380951,-1.4276933612959892,-1.0990006186537584,-2.1263169261732484,-1.686330037401369,0.6129032258064516,0.547945205479452,0.5833333333333334,0.5471698113207547,0.0,0.0,0.0
2009-07-26,988.0116071428572,17.795654761904764,291.9656547619048,12.31672619047619,72.04803571428572,20.98857142857143,14.514642857142857,6.473571428571428,9.1975,14.702559523809525,1176.6530952380951,-1.598316446483095,-1.2986531839877533,-2.5005668105844046,-2.1314692439811553,0.8387096774193549,0.5671232876712329,0.5833333333333334,0.5660377358490566,0.0,0.0,0.0
2009-08-02,990.5144047619049,18.812202380952378,292.7730952380952,10.227083333333335,60.12279761904762,22.633333333333333,12.59220238095238,10.040892857142858,7.950714285714286,12.719166666666668,1176.5002976190476,-0.9684547873563839,-0.5086144751166441,-1.6045094968111857,-0.8376938264288659,0.06451612903225806,0.5863013698630137,0.6666666666666666,0.5849056603773585,0.0,0.0,0.0
2009-08-09,992.1992261904762,19.263511904761906,293.08059523809527,11.866071428571429,64.71089285714285,23.110535714285714,14.005595238095239,9.104523809523808,8.829404761904762,14.118035714285714,1175.9638095238097,0.2582302169869237,0.15955814210061062,0.44834157619403525,0.3646904607965523,0.2903225806451613,0.6054794520547945,0.6666666666666666,0.6037735849056604,0.0,0.0,0.0
2009-08-16,989.8119047619048,18.41845238095238,292.43458333333336,12.44017857142857,71.07654761904762,22.013690476190476,14.574821428571429,7.438988095238095,9.212202380952382,14.726607142857144,1176.28375,-0.8445301240138889,-0.7873004759771435,-1.3736831853397153,-1.3188189278259552,0.5161290322580645,0.6246575342465753,0.6666666666666666,0.6226415094339622,0.0,0.0,0.0
2009-08-23,993.5555357142856,19.64636904761905,293.3519047619048,11.922380952380953,64.07648809523809,24.065654761904764,14.196428571428571,9.86922619047619,8.941666666666666,14.29529761904762,1176.1217857142856,-0.7218201204690848,-0.14352861842824416,-1.1479213630283547,-0.18198978979505837,0.7419354838709677,0.6438356164383562,0.6666666666666666,0.6415094339622641,0.0,0.0,0.0
2009-08-30,988.8594642857144,18.35154761904762,292.4504761904762,10.800714285714285,63.9875,22.013452380952383,13.341011904761904,8.671845238095237,8.440892857142856,13.497202380952382,1176.0654166666666,-1.2793925382237803,-0.7043227093134882,-2.083901438888136,-1.1915668928498735,0.967741935483871,0.663013698630137,0.6666666666666666,0.660377358490566,0.0,0.0,0.0
2009-09-06,987.4133333333333,16.041666666666668,290.25613095238094,9.426607142857144,67.67928571428573,19.2025,12.006428571428572,7.1969642857142855,7.602738095238095,12.16470238095238,1184.3470238095238,-1.8306095955476538,-1.2348250727090944,-3.076590182792996,-2.094638244408478,0.1935483870967742,0.6821917808219178,0.75,0.6792452830188679,0.0,0.0,0.0
2009-09-13,997.4843452380952,14.86702380952381,288.2351785714286,8.96125,70.4102380952381,17.593214285714286,11.52827380952381,6.064940476190476,7.220059523809524,11.556309523809524,1201.4444047619047,0.20963925872743622,0.018752494237299532,0.2962159113610966,0.023683933567987807,0.41935483870967744,0.7013698630136986,0.75,0.6981132075471698,0.0,0.0,0.0
2009-09-20,990.7882142857144,14.176011904761905,288.09803571428574,11.149107142857142,83.2852380952381,16.591488095238095,13.382440476190476,3.209107142857143,8.446011904761905,13.508214285714287,1195.2717857142857,1.7302692833194397,0.663417384815319,2.6058618913371525,1.0094494023315495,0.6451612903225806,0.7205479452054795,0.75,0.7169811320754716,0.0,0.0,0.0
2009-09-27,998.1456547619048,13.34797619047619,286.6618452380952,10.142261904761906,82.70440476190477,15.841726190476189,12.567738095238095,3.273511904761905,7.871904761904762,12.593214285714286,1208.1351190476191,-0.10242622937881007,-0.08260682569317052,-0.21893528614388574,-0.1424041091239761,0.8709677419354839,0.7397260273972602,0.75,0.7358490566037735,0.0,0.0,0.0
2009-10-04,988.5474404761904,11.435654761904763,285.5366666666667,7.8446428571428575,79.38553571428572,13.746130952380952,10.734880952380953,3.0100000000000002,6.7819642857142854,10.858511904761905,1205.2104761904761,-1.1247136859543216,-1.3087938910238635,-1.9004338979599786,-2.272221106262523,0.12903225806451613,0.7589041095890411,0.8333333333333334,0.7547169811320755,0.0,0.0,0.0
2009-10-11,987.594880952381,12.511130952380952,286.69666666666666,9.264940476190477,81.38458333333334,15.038273809523808,12.046607142857143,2.9911309523809524,7.630416666666667,12.206785714285713,1199.0861904761905,-1.3207557508838366,-0.6171729372563233,-2.004451328039602,-0.9940944449210211,0.3548387096774194,0.7780821917808219,0.8333333333333334,0.7735849056603774,0.0,0.0,0.0
2009-10-18,992.8633333333333,3.8073214285714285,277.538869047619,1.4532142857142858,85.04142857142858,8.10327380952381,6.877023809523809,1.2261904761904763,4.323452380952381,6.932261904761904,1245.6283333333333,-0.32077064749578116,-1.5758381993507775,-0.45785939155593525,-2.805389086390143,0.5806451612903226,0.7972602739726027,0.8333333333333334,0.7924528301886793,0.0,0.0,0.0
2009-10-25,986.8601785714286,4.64095238095238,278.8543452380952,2.7489285714285714,88.5335119047619,8.826369047619048,7.667321428571428,1.1592261904761905,4.846785714285714,7.767738095238095,1234.1586904761905,-0.7742529177786212,0.11877040863427256,-1.254704322668101,0.18504255456103996,0.8064516129032258,0.8164383561643835,0.8333333333333334,0.8113207547169812,0.0,0.0,0.0
2009-11-01,995.3137499999999,6.806964285714285,280.3463690476191,4.57404761904762,86.23988095238094,10.197916666666666,8.655714285714286,1.5423809523809524,5.429345238095238,8.698928571428572,1234.6672023809524,-0.7783196966616283,-0.2477096397534131,-1.276418752998718,-0.4967354479323103,0.03225806451612903,0.8356164383561644,0.9166666666666666,0.8301886792452831,0.0,0.0,0.0
2009-11-08,974.2365476190475,5.517261904761905,280.7674404761905,3.3780357142857143,86.56345238095238,9.131071428571428,7.839940476190476,1.2913095238095238,5.022261904761905,8.049464285714285,1214.2123214285716,-1.6410517735024779,-0.4698171411221147,-2.4859142965446153,-0.7732918230498149,0.25806451612903225,0.8547945205479452,0.9166666666666666,0.8490566037735849,0.0,0.0,0.0
2009-11-15,984.1256547619047,6.546547619047619,280.9885119047619,4.072321428571429,84.82934523809524,9.910178571428572,8.250357142857142,1.6601785714285715,5.230119047619048,8.381845238095238,1221.9232142857143,-1.4204642868876776,-0.4434938581489473,-2.176988852637494,-0.6450317710190392,0.4838709677419355,0.873972602739726,0.9166666666666666,0.8679245283018868,0.0,0.0,0.0
2009-11-22,991.0828571428572,8.848571428571429,282.73351190476194,5.431011904761904,80.07374999999999,11.504999999999999,9.075892857142858,2.429047619047619,5.718988095238095,9.161071428571429,1220.1263690476192,-2.261690497495399,-0.991509256028106,-3.4329828845780086,-1.4573072748768023,0.7096774193548387,0.8931506849315068,0.9166666666666666,0.8867924528301887,0.0,0.0,0.0
2009-11-29,980.4853571428572,8.610535714285714,283.36333333333334,3.11047619047619,68.75595238095238,11.267857142857142,7.710357142857142,3.556964285714286,4.905178571428571,7.862083333333333,1208.6447023809524,-4.068868031375527,-1.8123300973689935,-6.259893446668697,-2.8129785481205367,0.9354838709677419,0.9123287671232877,0.9166666666666666,0.9056603773584906,0.0,0.0,0.0
2009-12-06,981.2271428571429,3.3595238095238096,278.02559523809526,1.1692261904761905,85.90916666666666,7.887202380952381,6.728035714285714,1.1592857142857143,4.277738095238095,6.859702380952381,1233.0957738095237,-1.6481752266322098,-0.4352725058277248,-2.476369137166987,-0.6850912170247355,0.1935483870967742,0.9315068493150684,1.0,0.9245283018867925,0.0,0.0,0.0
2009-12-13,992.5218452380954,2.545178571428571,276.3025,0.7813095238095238,88.32857142857144,7.515892857142857,6.615892857142858,0.8998214285714285,4.161011904761905,6.672559523809523,1251.161904761905,0.2710447321599029,0.11878042237737473,0.3040915848224155,0.005175300210793278,0.41935483870967744,0.9506849315068493,1.0,0.9433962264150944,0.0,0.0,0.0
2009-12-20,984.4994047619048,-7.982797619047618,266.3601785714286,-10.130654761904761,84.4997619047619,3.574107142857143,3.0475000000000003,0.5268452380952381,1.924404761904762,3.089523809523809,1292.212380952381,0.7785233328165527,0.717296696678172,1.0796915040656292,1.0347871250070855,0.6451612903225806,0.9698630136986301,1.0,0.9622641509433962,0.0,0.0,0.0
2009-12-27,971.7261904761905,0.6680357142857142,276.0883333333333,-1.962142857142857,83.0879761904762,6.538928571428571,5.388869047619048,1.1501190476190477,3.4605357142857143,5.551488095238095,1233.8054166666666,-2.1840425476880405,-0.9974940653676246,-3.281224378966964,-1.5143973917641846,0.8709677419354839,0.989041095890411,1.0,0.9811320754716981,0.0,0.0,0.0
2010-01-03,976.6176190476191,-1.9954166666666668,273.01422619047617,-3.1341071428571428,92.22083333333333,5.388630952380952,4.931011904761904,0.45875000000000005,3.150714285714286,5.0547023809523814,1252.4705357142857,0.0843001278676317,-0.05738623522645566,-0.02539631378311224,-0.22039995259033876,0.0967741935483871,0.00821917808219178,0.08333333333333333,1.0,0.125,0.0,0.0
2010-01-10,984.3802380952382,-7.723571428571428,266.63529761904766,-9.278035714285714,88.67297619047619,3.47125,3.0767857142857142,0.39505952380952386,1.9458333333333333,3.1247023809523813,1290.4991071428572,1.4082593489797914,0.7498060651141213,1.9457114607376533,1.059043783972571,0.3225806451612903,0.0273972602739726,0.08333333333333333,0.018867924528301886,0.125,0.0,0.0
